"","time","power","timestamp","trend","power_with_trend"
"1",7.25,-0.105409396880213,"2017-01-02 07:15:00",0.105409396880213,0
"2",7.5,-1.20432389700347,"2017-01-02 07:30:00",1.20432389700347,0
"3",7.75,-2.31104220772707,"2017-01-02 07:45:00",2.31104220772707,0
"4",8,-3.41915740930321,"2017-01-02 08:00:00",3.41915740930321,0
"5",8.25,-4.52210253881689,"2017-01-02 08:15:00",4.52210253881689,0
"6",8.5,-5.31520988377319,"2017-01-02 08:30:00",5.61320988377319,0.298
"7",8.75,-5.85477280977978,"2017-01-02 08:45:00",6.68577280977978,0.831
"8",9,-6.30510928821555,"2017-01-02 09:00:00",7.73310928821555,1.428
"9",9.25,-6.36162625626157,"2017-01-02 09:15:00",8.74862625626157,2.387
"10",9.5,-6.05988392206119,"2017-01-02 09:30:00",9.72588392206119,3.666
"11",9.75,-5.69165912243163,"2017-01-02 09:45:00",10.6586591224316,4.967
"12",10,-4.6980068495878,"2017-01-02 10:00:00",11.5410068495878,6.843
"13",10.25,-3.98931908663579,"2017-01-02 10:15:00",12.3673190866358,8.378
"14",10.5,-3.47538012878595,"2017-01-02 10:30:00",13.132380128786,9.657
"15",10.75,-2.74541761772281,"2017-01-02 10:45:00",13.8314176177228,11.086
"16",11,-1.98814857953159,"2017-01-02 11:00:00",14.4601485795316,12.472
"17",11.25,-1.83981983098304,"2017-01-02 11:15:00",15.014819830983,13.175
"18",11.5,-1.65624220359648,"2017-01-02 11:30:00",15.4922422035965,13.836
"19",11.75,-1.39281812833667,"2017-01-02 11:45:00",15.8898181283367,14.497
"20",12,-1.17556222450721,"2017-01-02 12:00:00",16.2055622245072,15.03
"21",12.25,-1.11011464271503,"2017-01-02 12:15:00",16.438114642715,15.328
"22",12.5,-1.02374702193399,"2017-01-02 12:30:00",16.586747021934,15.563
"23",12.75,-2.94336103286605,"2017-01-02 12:45:00",16.651361032866,13.708
"24",13,-8.53147959212731,"2017-01-02 13:00:00",16.6324795921273,8.101
"25",13.25,-9.77323094241324,"2017-01-02 13:15:00",16.5312309424132,6.758
"26",13.5,-10.6783259008936,"2017-01-02 13:30:00",16.3493259008936,5.671
"27",13.75,-10.2910286798843,"2017-01-02 13:45:00",16.0890286798843,5.798
"28",14,-9.86912177866285,"2017-01-02 14:00:00",15.7531217786628,5.884
"29",14.25,-9.54686553158145,"2017-01-02 14:15:00",15.3448655315814,5.798
"30",14.5,-9.3039529739707,"2017-01-02 14:30:00",14.8679529739707,5.564
"31",14.75,-8.78346075248148,"2017-01-02 14:45:00",14.3264607524815,5.543
"32",15,-8.09679685942744,"2017-01-02 15:00:00",13.7247968594274,5.628
"33",15.25,-8.05764601052671,"2017-01-02 15:15:00",13.0676460105267,5.01
"34",15.5,-5.026913511577,"2017-01-02 15:30:00",12.359913511577,7.333
"35",15.75,-3.74066847164882,"2017-01-02 15:45:00",11.6066684716488,7.866
"36",16,-4.26808721819866,"2017-01-02 16:00:00",10.8130872181987,6.545
"37",16.25,-5.55039775318246,"2017-01-02 16:15:00",9.98439775318246,4.434
"38",16.5,-6.311826059125,"2017-01-02 16:30:00",9.125826059125,2.814
"39",16.75,-6.62254502073903,"2017-01-02 16:45:00",8.24254502073903,1.62
"40",17,-6.27462667188317,"2017-01-02 17:00:00",7.33962667188317,1.065
"41",17.25,-6.01699841040134,"2017-01-02 17:15:00",6.42199841040134,0.405
